store_key,staff_key,store_inventory_quantity,date_time
76,6059,2000,2016-04-01
156,6995,600,2016-04-01
128,452,1000,2016-04-01
264,1984,1400,2016-04-01
70,2665,1700,2016-04-01
67,8216,2000,2016-04-01
280,3356,1400,2016-04-01
142,5682,1000,2016-04-01
292,4122,500,2016-04-01
294,3492,1400,2016-04-01
10,3747,1800,2016-04-01
23,2378,2000,2016-04-01
205,2243,1900,2016-04-01
88,4037,1700,2016-04-01
160,5940,800,2016-04-01
83,6492,1000,2016-04-01
275,532,1900,2016-04-01
140,6381,800,2016-04-01
129,4738,800,2016-04-01
167,1466,700,2016-04-01
168,2608,1900,2016-04-01
31,4414,600,2016-04-01
169,3074,1400,2016-04-01
233,2840,1500,2016-04-01
113,5294,500,2016-04-01
106,5642,600,2016-04-01
191,5108,2000,2016-04-01
181,2579,1800,2016-04-01
41,7413,1300,2016-04-01
99,7552,1400,2016-04-01
114,1145,600,2016-04-01
56,6185,1400,2016-04-01
180,6845,1500,2016-04-01
60,5399,1400,2016-04-01
236,2335,500,2016-04-01
39,3333,1900,2016-04-01
251,1771,1200,2016-04-01
105,7498,1600,2016-04-01
38,305,1000,2016-04-01
116,2070,1300,2016-04-01
241,2736,1800,2016-04-01
192,6991,800,2016-04-01
100,1482,1700,2016-04-01
203,2768,1200,2016-04-01
178,5066,1700,2016-04-01
36,6326,1100,2016-04-01
194,180,700,2016-04-01
42,2994,800,2016-04-01
184,1580,1000,2016-04-01
190,8025,600,2016-04-01
93,2936,1100,2016-04-01
199,6008,2000,2016-04-01
95,382,1900,2016-04-01
48,5593,1700,2016-04-01
47,2846,1600,2016-04-01
58,2829,1800,2016-04-01
187,3189,1700,2016-04-01
245,2142,1900,2016-04-01
109,3660,1300,2016-04-01
108,4473,1200,2016-04-01
45,2577,600,2016-04-01
200,3666,1200,2016-04-01
118,4777,1800,2016-04-01
247,2486,600,2016-04-01
110,4793,1800,2016-04-01
57,7537,1400,2016-04-01
244,2027,1800,2016-04-01
49,4759,1900,2016-04-01
43,891,1100,2016-04-01
248,7903,600,2016-04-01
111,4595,1600,2016-04-01
59,4693,1600,2016-04-01
107,6022,1900,2016-04-01
196,551,1000,2016-04-01
50,5821,2000,2016-04-01
44,4230,1300,2016-04-01
55,1136,1600,2016-04-01
250,5161,800,2016-04-01
119,6567,900,2016-04-01
120,6711,1000,2016-04-01
256,54,600,2016-04-01
177,3006,1900,2016-04-01
61,4960,1700,2016-04-01
54,4109,1800,2016-04-01
53,8637,1400,2016-04-01
34,6160,1300,2016-04-01
91,2906,1200,2016-04-01
103,375,1100,2016-04-01
231,5219,500,2016-04-01
253,6438,1400,2016-04-01
35,7870,1000,2016-04-01
238,5824,1200,2016-04-01
239,725,1300,2016-04-01
113,2149,1100,2016-05-01
76,5024,800,2016-05-01
29,5380,600,2016-05-01
239,2295,1100,2016-05-01
267,6158,600,2016-05-01
137,6927,1600,2016-05-01
132,6515,1200,2016-05-01
245,2142,1900,2016-05-01
50,199,800,2016-05-01
156,8347,700,2016-05-01
111,5494,1200,2016-05-01
34,8669,1100,2016-05-01
93,6698,500,2016-05-01
79,4705,2000,2016-05-01
268,1254,600,2016-05-01
67,5626,1800,2016-05-01
184,1939,1000,2016-05-01
119,6567,1500,2016-05-01
109,1094,600,2016-05-01
42,5086,600,2016-05-01
7,7104,1100,2016-05-01
223,7814,1600,2016-05-01
281,1726,1500,2016-05-01
181,2857,1500,2016-05-01
259,7456,800,2016-05-01
13,3767,1700,2016-05-01
87,7068,800,2016-05-01
106,2160,1400,2016-05-01
256,54,1900,2016-05-01
131,2714,1500,2016-05-01
22,931,1400,2016-05-01
210,2358,900,2016-05-01
190,4114,500,2016-05-01
292,2498,500,2016-05-01
82,113,1000,2016-05-01
165,5332,1300,2016-05-01
191,2655,1200,2016-05-01
218,3482,1400,2016-05-01
35,710,1600,2016-05-01
164,5344,1400,2016-05-01
10,4523,1200,2016-05-01
270,8578,1900,2016-05-01
57,7537,1900,2016-05-01
15,4347,600,2016-05-01
110,3521,1100,2016-05-01
238,8117,700,2016-05-01
200,3666,2000,2016-05-01
70,706,1400,2016-05-01
244,7056,1900,2016-05-01
44,5806,1900,2016-05-01
160,1255,1000,2016-05-01
233,2840,900,2016-05-01
135,2622,1400,2016-05-01
162,97,800,2016-05-01
83,3403,1700,2016-05-01
247,2486,1200,2016-05-01
258,5951,900,2016-05-01
140,4568,1800,2016-05-01
136,812,1600,2016-05-01
54,4109,2000,2016-05-01
121,574,500,2016-05-01
49,4759,2000,2016-05-01
134,520,1000,2016-05-01
41,7413,1000,2016-05-01
206,2864,1000,2016-05-01
196,551,1800,2016-05-01
159,6925,1300,2016-05-01
45,2577,1700,2016-05-01
86,3545,1600,2016-05-01
280,7141,700,2016-05-01
176,8433,1900,2016-05-01
59,1811,1400,2016-05-01
108,5450,900,2016-05-01
287,6179,500,2016-05-01
107,5076,700,2016-05-01
17,5974,500,2016-05-01
187,3189,900,2016-05-01
248,4417,1600,2016-05-01
222,815,1600,2016-05-01
153,1826,1700,2016-05-01
43,891,1600,2016-05-01
142,5689,1800,2016-05-01
14,8124,1000,2016-05-01
177,3855,600,2016-05-01
214,1098,1100,2016-05-01
12,2753,2000,2016-05-01
167,8681,2000,2016-05-01
95,382,1900,2016-05-01
100,2036,600,2016-05-01
262,7948,1600,2016-05-01
285,6398,1800,2016-05-01
221,1902,1500,2016-05-01
203,2768,2000,2016-05-01
283,8743,800,2016-05-01
228,210,1600,2016-05-01
61,1125,1500,2016-05-01
231,5967,1800,2016-05-01
235,2723,1600,2016-05-01
127,4579,1700,2016-05-01
155,5098,1600,2016-05-01
120,1019,1100,2016-05-01
274,7366,700,2016-05-01
116,2941,1100,2016-05-01
204,6291,1100,2016-05-01
47,438,600,2016-05-01
78,1303,800,2016-05-01
275,532,1900,2016-05-01
192,6446,700,2016-05-01
282,7447,1200,2016-05-01
293,6959,1000,2016-05-01
148,5246,1400,2016-05-01
124,1564,600,2016-05-01
55,2271,1100,2016-05-01
118,5914,600,2016-05-01
53,4791,1900,2016-05-01
63,5057,1200,2016-05-01
2,8561,1900,2016-05-01
161,6494,1000,2016-05-01
199,6008,2000,2016-05-01
90,7192,1200,2016-05-01
179,6038,1000,2016-05-01
260,3322,1400,2016-05-01
194,180,1400,2016-05-01
31,4414,900,2016-05-01
154,5966,1100,2016-05-01
48,7846,1300,2016-05-01
169,8007,1500,2016-05-01
3,4304,1100,2016-05-01
178,5066,1700,2016-05-01
261,6831,1400,2016-05-01
273,7294,1000,2016-05-01
36,6326,600,2016-05-01
89,4090,900,2016-05-01
286,8102,600,2016-05-01
28,863,1600,2016-05-01
180,6845,1800,2016-05-01
91,2811,900,2016-05-01
205,2243,700,2016-05-01
6,1830,800,2016-05-01
207,8569,1800,2016-05-01
58,7114,1100,2016-05-01
80,616,2000,2016-05-01
88,4225,1400,2016-05-01
211,4945,1200,2016-05-01
114,3113,1300,2016-05-01
253,6438,1500,2016-05-01
71,6359,1200,2016-05-01
294,4498,1500,2016-05-01
250,4510,1700,2016-05-01
129,6376,1600,2016-05-01
209,1797,800,2016-05-01
99,3157,1800,2016-05-01
150,7752,700,2016-05-01
81,1144,600,2016-05-01
122,7635,600,2016-05-01
23,2378,1500,2016-05-01
56,4394,1400,2016-05-01
128,452,1100,2016-05-01
60,5399,1100,2016-05-01
105,7498,1200,2016-05-01
145,1114,1400,2016-05-01
38,1496,1900,2016-05-01
39,3333,700,2016-05-01
103,7569,1600,2016-05-01
241,2736,800,2016-05-01
62,1312,1200,2016-05-01
251,182,1000,2016-05-01
168,4737,700,2016-05-01
84,3704,600,2016-05-01
11,6719,900,2016-05-01
212,6552,600,2016-05-01
236,6493,1700,2016-05-01
264,6466,1000,2016-05-01
211,3426,1600,2016-06-01
108,5450,1900,2016-06-01
199,3997,800,2016-06-01
79,8357,1000,2016-06-01
274,7968,1700,2016-06-01
11,8722,1400,2016-06-01
83,3403,1600,2016-06-01
218,7629,700,2016-06-01
244,2027,800,2016-06-01
48,598,1300,2016-06-01
235,2723,2000,2016-06-01
187,5378,500,2016-06-01
209,4324,1600,2016-06-01
140,4568,1400,2016-06-01
190,8025,1800,2016-06-01
275,532,1100,2016-06-01
105,3031,1300,2016-06-01
56,4394,1900,2016-06-01
145,1114,1600,2016-06-01
212,8750,700,2016-06-01
103,7569,1700,2016-06-01
236,2783,1700,2016-06-01
153,6584,900,2016-06-01
241,2736,1500,2016-06-01
286,8102,1300,2016-06-01
78,168,1300,2016-06-01
282,6528,1800,2016-06-01
155,5098,1200,2016-06-01
192,6991,2000,2016-06-01
283,3708,1400,2016-06-01
285,7018,1900,2016-06-01
100,6394,1000,2016-06-01
148,5246,1300,2016-06-01
3,8171,900,2016-06-01
154,6264,1500,2016-06-01
194,180,1100,2016-06-01
53,7798,1700,2016-06-01
55,7645,1900,2016-06-01
2,8561,2000,2016-06-01
80,3343,1600,2016-06-01
198,2905,1200,2016-06-01
6,6226,1100,2016-06-01
81,2175,2000,2016-06-01
196,551,800,2016-06-01
160,5940,1200,2016-06-01
57,7537,1900,2016-06-01
238,5824,1900,2016-06-01
10,1301,1000,2016-06-01
49,5576,1700,2016-06-01
142,5689,500,2016-06-01
107,5076,1600,2016-06-01
287,2527,1400,2016-06-01
280,7141,600,2016-06-01
159,7373,1900,2016-06-01
214,3618,800,2016-06-01
82,113,800,2016-06-01
156,3458,1200,2016-06-01
50,5821,500,2016-06-01
76,5024,1200,2016-06-01
7,743,1900,2016-06-01
106,2160,2000,2016-06-01
239,725,1000,2016-06-01
281,4076,1400,2016-06-01
150,8521,1300,2016-06-01
191,146,1300,2016-06-01
210,5856,1900,2016-06-01
99,3157,800,2016-06-01
12,2405,1000,2016-06-01
31,8227,800,2016-06-01
124,200,900,2016-06-01
87,4881,1600,2016-06-01
294,3492,1500,2016-06-01
181,2857,1900,2016-06-01
54,1403,1600,2016-06-01
113,5294,800,2016-06-01
169,3074,1400,2016-06-01
223,1549,1000,2016-06-01
131,2714,800,2016-06-01
293,6959,1100,2016-06-01
165,3199,1200,2016-06-01
42,8553,1600,2016-06-01
36,5763,700,2016-06-01
111,7715,1700,2016-06-01
267,6158,800,2016-06-01
132,977,500,2016-06-01
90,5391,1200,2016-06-01
268,4456,1200,2016-06-01
63,5057,2000,2016-06-01
164,5239,500,2016-06-01
93,6698,700,2016-06-01
204,4532,1900,2016-06-01
118,5914,500,2016-06-01
206,1364,1700,2016-06-01
35,7131,800,2016-06-01
86,8173,2000,2016-06-01
178,8489,1200,2016-06-01
22,5445,700,2016-06-01
292,8534,1400,2016-06-01
41,300,1700,2016-06-01
65,2943,1100,2016-06-01
127,5732,2000,2016-06-01
89,6604,1600,2016-06-01
38,1496,1000,2016-06-01
251,182,1700,2016-06-01
128,6200,1100,2016-06-01
264,1984,1300,2016-06-01
168,4737,1200,2016-06-01
39,5526,2000,2016-06-01
60,5399,1200,2016-06-01
23,588,1700,2016-06-01
291,3800,600,2016-06-01
260,1590,1800,2016-06-01
180,240,1800,2016-06-01
179,990,800,2016-06-01
228,210,2000,2016-06-01
88,4037,1200,2016-06-01
262,1993,1900,2016-06-01
203,8130,1800,2016-06-01
114,1145,1400,2016-06-01
250,1646,1700,2016-06-01
129,6376,900,2016-06-01
231,1938,1700,2016-06-01
167,1466,1500,2016-06-01
67,8216,1200,2016-06-01
261,2359,1500,2016-06-01
205,5177,1200,2016-06-01
61,1125,1700,2016-06-01
116,2941,1700,2016-06-01
59,3331,1700,2016-06-01
119,6567,1400,2016-06-01
176,7112,700,2016-06-01
162,97,1900,2016-06-01
233,2840,800,2016-06-01
200,3666,1000,2016-06-01
45,4829,1600,2016-06-01
121,574,1800,2016-06-01
109,1094,1100,2016-06-01
137,6927,800,2016-06-01
13,5990,1600,2016-06-01
177,3855,1200,2016-06-01
245,2142,1700,2016-06-01
34,8669,1700,2016-06-01
58,2829,2000,2016-06-01
71,427,1800,2016-06-01
207,8027,1100,2016-06-01
256,54,900,2016-06-01
62,4798,700,2016-06-01
84,5452,500,2016-06-01
47,6132,1900,2016-06-01
221,1902,1800,2016-06-01
273,7294,1500,2016-06-01
138,4832,2000,2016-06-01
120,6939,2000,2016-06-01
161,3920,1300,2016-06-01
95,4600,1500,2016-06-01
258,3272,1800,2016-06-01
259,3857,1100,2016-06-01
14,4608,1400,2016-06-01
110,3521,1300,2016-06-01
134,8438,900,2016-06-01
122,7635,1200,2016-06-01
184,864,1500,2016-06-01
270,8578,1500,2016-06-01
15,4869,900,2016-06-01
91,2906,1000,2016-06-01
70,2665,1400,2016-06-01
44,4230,1800,2016-06-01
28,8069,500,2016-06-01
135,1463,900,2016-06-01
247,2486,800,2016-06-01
222,4622,600,2016-06-01
248,4417,1500,2016-06-01
17,5974,1900,2016-06-01
253,6438,1000,2016-06-01
29,5380,800,2016-06-01
136,812,1700,2016-06-01
43,1559,2000,2016-06-01
116,2070,2000,2016-07-01
211,3426,1700,2016-07-01
179,990,1600,2016-07-01
293,6959,1600,2016-07-01
153,6584,1600,2016-07-01
192,6991,1100,2016-07-01
127,4579,1100,2016-07-01
124,200,900,2016-07-01
194,180,2000,2016-07-01
103,4213,1900,2016-07-01
154,5966,600,2016-07-01
148,4740,1000,2016-07-01
118,3953,600,2016-07-01
169,3074,1900,2016-07-01
176,8433,1700,2016-07-01
178,8272,500,2016-07-01
90,5836,1600,2016-07-01
121,788,1900,2016-07-01
91,2041,1200,2016-07-01
203,2768,1100,2016-07-01
119,1583,1200,2016-07-01
177,3006,500,2016-07-01
150,4020,1000,2016-07-01
122,6801,800,2016-07-01
100,6394,500,2016-07-01
95,4600,800,2016-07-01
210,2551,1100,2016-07-01
204,2614,1400,2016-07-01
159,7373,1100,2016-07-01
142,5689,900,2016-07-01
200,3200,600,2016-07-01
107,5076,1300,2016-07-01
187,5378,800,2016-07-01
134,8438,1500,2016-07-01
184,864,1700,2016-07-01
110,3521,1000,2016-07-01
196,38,1400,2016-07-01
135,1463,1200,2016-07-01
120,1019,1400,2016-07-01
136,812,600,2016-07-01
198,4323,1400,2016-07-01
160,1255,1700,2016-07-01
140,4568,1800,2016-07-01
162,3210,1700,2016-07-01
294,4498,1700,2016-07-01
206,1609,1200,2016-07-01
109,6143,1600,2016-07-01
137,7655,1900,2016-07-01
83,3403,1900,2016-07-01
209,1797,1900,2016-07-01
108,5450,1600,2016-07-01
207,8027,600,2016-07-01
84,3704,1100,2016-07-01
138,4832,1900,2016-07-01
161,6494,1200,2016-07-01
86,708,1600,2016-07-01
155,5615,1200,2016-07-01
82,8350,600,2016-07-01
164,5344,1800,2016-07-01
89,4786,800,2016-07-01
128,452,900,2016-07-01
168,2608,1700,2016-07-01
145,1836,1200,2016-07-01
180,240,1500,2016-07-01
205,2546,1200,2016-07-01
88,4037,1700,2016-07-01
114,1145,1200,2016-07-01
80,616,600,2016-07-01
105,3031,1600,2016-07-01
99,3157,1200,2016-07-01
129,4738,500,2016-07-01
167,4554,900,2016-07-01
81,4526,1000,2016-07-01
199,3997,1800,2016-07-01
191,146,1800,2016-07-01
87,4881,1800,2016-07-01
181,4272,1700,2016-07-01
113,2149,900,2016-07-01
106,5642,1600,2016-07-01
190,5197,1800,2016-07-01
131,4369,1900,2016-07-01
165,3199,1100,2016-07-01
111,4595,1400,2016-07-01
132,6515,800,2016-07-01
156,3458,1500,2016-07-01
292,8534,900,2016-07-01
93,2936,600,2016-07-01
0,3089,1700,2016-07-01
78,7524,1600,2016-07-01
228,210,1000,2016-07-01
22,5445,1400,2016-07-01
23,5591,700,2016-07-01
264,1111,2000,2016-07-01
262,7948,1000,2016-07-01
261,2359,1900,2016-07-01
218,3482,1900,2016-07-01
235,1182,1200,2016-07-01
56,7602,1200,2016-07-01
28,8069,1600,2016-07-01
236,2783,1800,2016-07-01
29,4907,500,2016-07-01
259,8755,500,2016-07-01
258,3272,800,2016-07-01
31,8227,800,2016-07-01
260,3322,700,2016-07-01
291,21,1100,2016-07-01
267,3951,1800,2016-07-01
58,4603,2000,2016-07-01
12,2753,900,2016-07-01
60,8615,1100,2016-07-01
273,7294,1600,2016-07-01
13,5022,1300,2016-07-01
14,5873,600,2016-07-01
59,3331,900,2016-07-01
268,1254,1600,2016-07-01
233,2840,1600,2016-07-01
15,4869,600,2016-07-01
226,1248,1300,2016-07-01
76,6059,1500,2016-07-01
214,1098,1000,2016-07-01
270,4269,1000,2016-07-01
17,8276,1900,2016-07-01
271,5644,1000,2016-07-01
256,7463,500,2016-07-01
55,2271,1800,2016-07-01
238,7700,2000,2016-07-01
248,2465,600,2016-07-01
43,891,1600,2016-07-01
70,2665,1500,2016-07-01
222,7365,700,2016-07-01
247,2311,2000,2016-07-01
44,4230,800,2016-07-01
42,2994,1300,2016-07-01
45,809,1700,2016-07-01
47,2846,1200,2016-07-01
50,3688,900,2016-07-01
48,5593,1100,2016-07-01
244,3796,700,2016-07-01
49,4759,1000,2016-07-01
223,1549,800,2016-07-01
245,1613,1900,2016-07-01
241,6788,1700,2016-07-01
249,7852,1700,2016-07-01
41,5842,1200,2016-07-01
34,1900,1300,2016-07-01
254,3534,1800,2016-07-01
253,3319,2000,2016-07-01
35,710,500,2016-07-01
54,4109,900,2016-07-01
36,6326,1300,2016-07-01
239,725,1400,2016-07-01
53,8637,800,2016-07-01
251,6816,1700,2016-07-01
38,1237,1900,2016-07-01
71,427,700,2016-07-01
221,4775,1500,2016-07-01
39,7639,700,2016-07-01
67,8216,900,2016-07-01
250,1646,1300,2016-07-01
274,5393,1100,2016-07-01
11,7605,1300,2016-07-01
57,7537,1000,2016-07-01
10,3747,1100,2016-07-01
213,491,1800,2016-07-01
281,1726,1600,2016-07-01
65,5536,1800,2016-07-01
285,8733,900,2016-07-01
62,7362,1100,2016-07-01
283,508,1800,2016-07-01
63,3557,1600,2016-07-01
230,7799,900,2016-07-01
286,1441,900,2016-07-01
275,532,1000,2016-07-01
79,8357,800,2016-07-01
6,557,800,2016-07-01
3,4304,1400,2016-07-01
61,7481,1300,2016-07-01
7,2133,700,2016-07-01
282,7447,500,2016-07-01
280,7141,1100,2016-07-01
212,6552,1000,2016-07-01
2,8561,1100,2016-07-01
287,6179,1400,2016-07-01
231,5967,1200,2016-07-01
178,8272,900,2016-08-01
36,5763,1400,2016-08-01
239,4396,2000,2016-08-01
179,6038,1500,2016-08-01
231,1938,1500,2016-08-01
116,2941,1300,2016-08-01
285,7018,1000,2016-08-01
251,6816,800,2016-08-01
230,1913,1400,2016-08-01
71,6359,700,2016-08-01
79,8198,600,2016-08-01
221,4775,1300,2016-08-01
38,1496,1500,2016-08-01
103,7569,2000,2016-08-01
53,4791,1300,2016-08-01
207,8569,1700,2016-08-01
54,4961,600,2016-08-01
283,3708,1000,2016-08-01
258,3272,1600,2016-08-01
140,6381,1100,2016-08-01
31,4414,1000,2016-08-01
176,4611,1300,2016-08-01
194,8085,1900,2016-08-01
120,6939,1000,2016-08-01
55,2271,1100,2016-08-01
256,54,1100,2016-08-01
78,168,800,2016-08-01
282,6528,1500,2016-08-01
35,710,1200,2016-08-01
177,3006,700,2016-08-01
119,1583,900,2016-08-01
254,3534,1600,2016-08-01
62,1312,1400,2016-08-01
34,8669,1400,2016-08-01
155,5615,500,2016-08-01
228,210,1900,2016-08-01
253,8035,800,2016-08-01
211,4945,2000,2016-08-01
118,5914,800,2016-08-01
84,5452,1100,2016-08-01
238,5824,500,2016-08-01
39,5526,1600,2016-08-01
250,1646,1000,2016-08-01
180,2588,1600,2016-08-01
190,4114,1000,2016-08-01
110,4793,1000,2016-08-01
106,5642,1700,2016-08-01
247,2311,1600,2016-08-01
286,1441,700,2016-08-01
44,6472,2000,2016-08-01
86,8173,700,2016-08-01
45,2577,1800,2016-08-01
87,7068,700,2016-08-01
109,6143,900,2016-08-01
50,3688,1600,2016-08-01
245,1613,1900,2016-08-01
150,7752,2000,2016-08-01
47,438,600,2016-08-01
287,872,1500,2016-08-01
48,598,600,2016-08-01
107,6022,1100,2016-08-01
291,21,1100,2016-08-01
108,8166,1200,2016-08-01
244,7056,700,2016-08-01
204,6291,800,2016-08-01
0,5738,800,2016-08-01
223,6429,1200,2016-08-01
184,1939,2000,2016-08-01
294,3492,1900,2016-08-01
222,815,1500,2016-08-01
63,7624,1600,2016-08-01
3,8171,600,2016-08-01
67,5626,1600,2016-08-01
114,3113,1500,2016-08-01
121,7619,1400,2016-08-01
148,5246,1200,2016-08-01
41,5842,1000,2016-08-01
181,4272,1400,2016-08-01
192,6991,600,2016-08-01
206,1364,600,2016-08-01
113,5294,1900,2016-08-01
191,2655,800,2016-08-01
249,7852,900,2016-08-01
154,5966,1200,2016-08-01
112,6159,1300,2016-08-01
90,5836,700,2016-08-01
42,2994,1000,2016-08-01
241,2736,1100,2016-08-01
111,4595,700,2016-08-01
105,3970,700,2016-08-01
248,7903,1500,2016-08-01
2,8561,500,2016-08-01
43,1559,700,2016-08-01
70,706,900,2016-08-01
153,6584,800,2016-08-01
88,4225,1000,2016-08-01
49,4759,1700,2016-08-01
259,3857,900,2016-08-01
95,4656,1500,2016-08-01
268,1254,600,2016-08-01
214,7676,700,2016-08-01
212,659,1900,2016-08-01
275,532,600,2016-08-01
132,977,1200,2016-08-01
273,7294,1200,2016-08-01
267,6158,1900,2016-08-01
65,2943,600,2016-08-01
165,3199,900,2016-08-01
93,1799,1800,2016-08-01
199,3662,1600,2016-08-01
80,616,1200,2016-08-01
131,155,1800,2016-08-01
156,6995,700,2016-08-01
22,931,1100,2016-08-01
235,2723,500,2016-08-01
138,2158,1800,2016-08-01
162,3210,1400,2016-08-01
280,5358,800,2016-08-01
164,5344,2000,2016-08-01
213,491,1000,2016-08-01
58,7114,1800,2016-08-01
59,1811,800,2016-08-01
14,4608,2000,2016-08-01
137,5504,800,2016-08-01
136,4098,700,2016-08-01
292,4122,1100,2016-08-01
233,2840,1200,2016-08-01
135,2622,900,2016-08-01
271,5644,1300,2016-08-01
10,4523,1300,2016-08-01
81,4526,1400,2016-08-01
15,4869,1700,2016-08-01
76,5024,1600,2016-08-01
142,1562,900,2016-08-01
270,4269,500,2016-08-01
91,2811,700,2016-08-01
82,113,1900,2016-08-01
13,5990,1000,2016-08-01
134,520,1900,2016-08-01
159,7418,1600,2016-08-01
17,3911,1300,2016-08-01
226,7187,800,2016-08-01
198,2905,1100,2016-08-01
167,8681,700,2016-08-01
23,5591,1600,2016-08-01
218,7629,1400,2016-08-01
129,6376,1900,2016-08-01
124,8623,2000,2016-08-01
274,7968,1400,2016-08-01
56,6185,2000,2016-08-01
89,4786,1500,2016-08-01
293,6959,2000,2016-08-01
260,3322,2000,2016-08-01
281,3865,1400,2016-08-01
61,4960,1100,2016-08-01
28,863,600,2016-08-01
236,6493,1900,2016-08-01
209,4324,1200,2016-08-01
122,7635,1700,2016-08-01
145,1114,1100,2016-08-01
29,4907,700,2016-08-01
100,2036,1700,2016-08-01
11,6719,1300,2016-08-01
6,6226,1400,2016-08-01
203,2768,800,2016-08-01
83,2955,1200,2016-08-01
196,38,1400,2016-08-01
161,6494,1800,2016-08-01
264,6466,700,2016-08-01
60,1497,800,2016-08-01
7,743,2000,2016-08-01
12,2753,1800,2016-08-01
168,2608,1000,2016-08-01
99,4632,1000,2016-08-01
160,4065,1900,2016-08-01
128,4229,2000,2016-08-01
200,3200,1900,2016-08-01
210,2551,1600,2016-08-01
57,7537,1100,2016-08-01
127,3897,600,2016-08-01
169,5927,700,2016-08-01
187,5378,700,2016-08-01
262,7458,1300,2016-08-01
205,5177,900,2016-08-01
261,2359,1400,2016-08-01
59,4693,600,2016-09-01
231,5219,1800,2016-09-01
60,8615,1900,2016-09-01
200,3666,700,2016-09-01
107,6022,900,2016-09-01
93,2936,800,2016-09-01
228,8125,1500,2016-09-01
50,3688,900,2016-09-01
63,3557,1100,2016-09-01
106,5642,1100,2016-09-01
49,5576,800,2016-09-01
95,4600,1900,2016-09-01
190,5197,1400,2016-09-01
194,8085,1300,2016-09-01
100,2036,1700,2016-09-01
236,2783,1500,2016-09-01
55,1136,600,2016-09-01
238,8117,1300,2016-09-01
54,4961,600,2016-09-01
99,7552,900,2016-09-01
56,7602,2000,2016-09-01
62,4798,2000,2016-09-01
230,7799,700,2016-09-01
239,4396,600,2016-09-01
53,4791,1600,2016-09-01
203,1870,1400,2016-09-01
196,551,2000,2016-09-01
198,4323,600,2016-09-01
235,1182,1200,2016-09-01
103,375,1300,2016-09-01
199,3662,800,2016-09-01
192,6446,1000,2016-09-01
191,5108,1000,2016-09-01
90,5391,700,2016-09-01
58,4603,800,2016-09-01
241,6788,800,2016-09-01
233,5785,800,2016-09-01
91,2906,1900,2016-09-01
105,7498,600,2016-09-01
57,8430,900,2016-09-01
61,4960,1400,2016-09-01
41,7413,1400,2016-09-01
244,2027,1200,2016-09-01
138,4832,1600,2016-09-01
273,6622,900,2016-09-01
13,3767,600,2016-09-01
137,6927,1300,2016-09-01
14,5873,600,2016-09-01
162,5473,1200,2016-09-01
136,4377,600,2016-09-01
292,2498,1400,2016-09-01
135,1463,800,2016-09-01
271,6295,500,2016-09-01
15,6002,1300,2016-09-01
161,845,500,2016-09-01
270,3497,1000,2016-09-01
17,8276,1600,2016-09-01
164,2346,1200,2016-09-01
268,6987,1900,2016-09-01
132,977,500,2016-09-01
267,3951,1400,2016-09-01
165,5332,1000,2016-09-01
131,4369,1200,2016-09-01
22,931,1400,2016-09-01
266,618,2000,2016-09-01
167,8681,1300,2016-09-01
129,356,1500,2016-09-01
134,8438,900,2016-09-01
12,2753,1300,2016-09-01
274,7366,1000,2016-09-01
11,6719,900,2016-09-01
0,8092,1800,2016-09-01
287,2527,1200,2016-09-01
150,4020,1800,2016-09-01
286,1441,1300,2016-09-01
153,1826,500,2016-09-01
2,505,600,2016-09-01
148,4740,1300,2016-09-01
3,2761,600,2016-09-01
285,8733,1100,2016-09-01
154,5966,1900,2016-09-01
283,3708,1800,2016-09-01
155,5615,1200,2016-09-01
282,6528,2000,2016-09-01
145,1836,900,2016-09-01
6,1830,1500,2016-09-01
281,4076,1500,2016-09-01
7,2133,1900,2016-09-01
156,3458,1800,2016-09-01
280,5358,1700,2016-09-01
159,6925,800,2016-09-01
142,1562,900,2016-09-01
10,3747,900,2016-09-01
275,4571,500,2016-09-01
160,4065,2000,2016-09-01
140,6595,1300,2016-09-01
23,2378,1500,2016-09-01
264,6466,800,2016-09-01
128,4229,600,2016-09-01
168,2608,900,2016-09-01
116,2070,1300,2016-09-01
251,182,1800,2016-09-01
38,1237,1800,2016-09-01
39,7639,700,2016-09-01
180,240,1600,2016-09-01
114,1145,800,2016-09-01
250,1646,1700,2016-09-01
181,2579,1200,2016-09-01
113,2149,1100,2016-09-01
249,1329,1000,2016-09-01
112,6159,1600,2016-09-01
42,8553,1500,2016-09-01
111,4595,1900,2016-09-01
248,4417,1100,2016-09-01
43,1559,700,2016-09-01
184,1939,1800,2016-09-01
110,4793,800,2016-09-01
247,5841,1400,2016-09-01
44,4230,2000,2016-09-01
45,2577,700,2016-09-01
109,6143,800,2016-09-01
245,7673,1900,2016-09-01
47,2846,1200,2016-09-01
48,7846,1400,2016-09-01
108,5450,1900,2016-09-01
179,7043,1000,2016-09-01
187,3189,1800,2016-09-01
117,4348,1800,2016-09-01
36,6326,1300,2016-09-01
127,5732,1300,2016-09-01
262,7948,1100,2016-09-01
261,6831,800,2016-09-01
169,5927,1200,2016-09-01
124,8623,1300,2016-09-01
260,1590,1800,2016-09-01
27,6064,700,2016-09-01
28,863,1800,2016-09-01
122,7635,1300,2016-09-01
29,8313,800,2016-09-01
293,5800,1500,2016-09-01
259,7456,700,2016-09-01
121,574,1900,2016-09-01
258,5951,700,2016-09-01
31,8227,600,2016-09-01
176,7112,800,2016-09-01
120,1019,1000,2016-09-01
