product_key,staff_key,customer_key,order_quantity,order_total_money,order_discount,order_shipping_cost,order_profit,order_payment_method,order_date_time
19,5983,2965,1.0,165.1,0.4,16.3,163.0,money_order,2018-02-08 09:22:24
9,7859,5734,1.0,128.4,0.4,10.8,108.2,e_wallet,2018-05-15 13:34:32
10,4107,31152,1.0,120.2,0.5,11.2,111.8,money_order,2018-10-16 10:02:52
11,6143,24586,5.0,327.7,0.4,0.7,7.2,credit_card,2018-08-15 16:26:48
12,8385,8742,2.0,89.3,0.5,4.3,42.5,credit_card,2018-04-20 13:53:01
13,4521,20376,2.0,149.6,0.4,3.2,32.2,credit_card,2018-12-02 23:19:40
14,568,1385,3.0,416.3,0.4,13.1,130.6,credit_card,2018-12-26 14:55:06
15,3890,38840,2.0,225.0,0.5,12.0,120.2,credit_card,2018-12-29 00:42:28
16,3044,5824,1.0,37.2,0.5,6.2,62.0,credit_card,2018-03-11 09:13:27
17,4688,7896,3.0,356.1,0.5,14.1,141.2,credit_card,2018-04-09 00:27:43
18,106,1729,1.0,86.6,0.5,7.1,71.1,credit_card,2018-01-21 21:53:48
19,8661,3950,5.0,755.8,0.4,11.8,118.4,credit_card,2018-02-21 20:55:09
9,3790,34848,5.0,595.7,0.4,7.7,76.8,credit_card,2018-11-16 11:28:46
10,1877,9204,1.0,122.6,0.5,13.6,135.8,credit_card,2018-04-24 15:08:20
11,4434,29575,2.0,132.79999999999998,0.4,2.0,20.3,credit_card,2018-10-02 11:03:09
12,3939,36214,5.0,256.7,0.4,1.7,17.0,money_order,2018-12-02 09:39:07
13,8177,8138,3.0,186.8,0.5,3.8,38.3,credit_card,2018-04-13 21:54:11
14,2685,34021,5.0,681.9,0.4,9.9,99.2,credit_card,2018-11-10 14:54:28
15,6898,9344,2.0,225.9,0.5,12.9,128.7,money_order,2018-04-24 21:22:30
16,3139,22710,3.0,95.1,0.5,2.1,20.7,credit_card,2018-07-30 08:44:33
17,1129,2339,5.0,581.4,0.5,11.4,113.8,money_order,2018-05-03 19:06:37
18,2565,2976,2.0,198.1,0.4,7.3,72.6,credit_card,2018-02-08 12:55:46
19,2364,6126,1.0,140.1,0.5,16.1,160.6,money_order,2018-08-12 15:12:12
9,4547,23205,5.0,496.7,0.5,6.7,67.0,credit_card,2018-08-03 16:17:54
10,2860,1395,1.0,120.2,0.5,11.2,111.8,credit_card,2018-01-17 10:42:30
11,4096,32222,1.0,56.9,0.5,2.4,23.6,money_order,2018-10-27 23:44:39
12,3084,1828,1.0,42.9,0.5,0.4,4.2,credit_card,2018-01-22 18:50:04
13,3162,10336,5.0,306.2,0.5,1.2,11.5,credit_card,2018-09-29 13:15:47
14,8534,34160,3.0,348.4,0.5,12.4,123.8,credit_card,2018-11-11 19:01:04
15,2786,38756,5.0,540.5,0.5,8.0,79.8,credit_card,2018-12-28 15:42:20
16,8126,16255,5.0,187.2,0.4,1.2,12.4,credit_card,2018-06-10 23:47:40
17,7147,12911,1.0,127.7,0.5,13.7,136.6,money_order,2018-05-13 15:28:28
18,1305,1966,1.0,84.2,0.5,4.7,47.2,credit_card,2018-01-24 21:31:18
19,5835,35899,5.0,758.3,0.4,14.3,143.2,credit_card,2018-11-28 21:45:52
9,8450,16201,1.0,109.0,0.5,11.0,110.1,credit_card,2018-06-09 20:28:04
10,5242,32671,2.0,230.5,0.5,12.5,124.9,debit_card,2018-12-24 15:02:41
11,114,37174,5.0,274.9,0.5,2.4,23.6,credit_card,2018-12-12 20:55:08
12,1964,37871,1.0,44.6,0.5,2.1,21.3,credit_card,2018-12-20 21:32:13
13,2896,36424,5.0,306.2,0.5,1.2,11.5,credit_card,2018-12-04 18:33:44
14,4586,5106,5.0,571.0,0.5,11.0,110.4,e_wallet,2018-03-05 08:48:23
15,3554,8615,3.0,330.9,0.5,11.4,113.8,e_wallet,2018-04-18 18:52:08
16,8560,9123,3.0,95.1,0.5,2.1,20.7,money_order,2018-09-03 19:04:17
17,8098,5419,2.0,242.3,0.5,14.3,143.4,credit_card,2018-03-07 16:17:15
18,1128,17393,5.0,403.0,0.5,5.5,55.2,credit_card,2018-06-19 16:33:57
19,6040,1054,5.0,630.6,0.5,10.6,106.0,credit_card,2018-01-12 02:31:17
9,5549,36760,1.0,108.6,0.5,10.6,106.2,debit_card,2018-12-22 09:28:29
10,6390,26811,5.0,555.5,0.5,10.5,105.3,credit_card,2018-09-06 10:52:51
11,2796,23024,1.0,56.1,0.5,1.6,15.9,e_wallet,2018-08-01 11:42:23
12,1051,33923,1.0,42.6,0.5,0.1,0.8,money_order,2018-11-09 13:27:11
13,3390,18510,2.0,125.5,0.5,3.5,34.7,credit_card,2018-06-30 19:25:23
14,818,9734,5.0,573.3,0.5,13.3,132.8,credit_card,2018-04-25 18:33:58
15,1912,26824,5.0,540.5,0.5,8.0,79.8,money_order,2018-12-24 15:02:23
16,5033,26801,2.0,65.1,0.5,3.1,31.0,credit_card,2018-09-06 14:11:27
17,334,26353,2.0,286.59999999999997,0.4,13.0,129.8,e_wallet,2018-10-21 16:29:41
18,821,37748,3.0,293.09999999999997,0.4,6.9,69.5,credit_card,2018-12-18 17:34:34
19,7643,1665,2.0,264.3,0.5,16.3,163.0,credit_card,2018-01-20 13:15:37
9,6498,9729,1.0,107.2,0.5,9.2,92.5,money_order,2018-04-25 12:01:33
10,5014,31604,2.0,230.5,0.5,12.5,124.9,credit_card,2018-10-20 10:57:19
11,25,18263,1.0,55.2,0.5,0.7,7.2,credit_card,2018-06-27 19:06:52
12,1805,23767,1.0,44.6,0.5,2.1,21.3,credit_card,2018-08-07 11:21:56
13,1973,9327,3.0,186.1,0.5,3.1,31.0,credit_card,2018-04-24 00:07:16
14,5322,1531,3.0,349.7,0.5,13.7,137.3,credit_card,2018-04-30 19:56:14
15,2367,22686,1.0,139.4,0.4,11.6,116.0,credit_card,2018-07-30 14:00:47
16,8539,13351,5.0,187.2,0.4,1.2,12.4,credit_card,2018-05-15 17:13:19
17,2100,36816,5.0,579.1,0.5,9.1,91.0,credit_card,2018-12-08 16:21:08
18,6516,21895,3.0,244.0,0.5,5.5,55.2,credit_card,2018-12-22 20:38:37
19,3997,31533,2.0,263.3,0.5,15.3,153.1,money_order,2018-10-19 08:15:40
9,2558,22311,1.0,109.0,0.5,11.0,110.1,credit_card,2018-07-28 05:34:42
10,6292,34234,2.0,229.6,0.5,11.6,116.2,credit_card,2018-11-12 14:52:42
11,7612,16228,1.0,57.1,0.5,2.6,25.7,credit_card,2018-06-10 19:19:51
12,1584,14411,2.0,106.3,0.4,4.3,42.5,money_order,2018-05-22 13:43:23
13,8639,33917,2.0,125.5,0.5,3.5,34.7,money_order,2018-11-09 19:36:11
14,7736,2963,1.0,121.9,0.5,9.9,99.2,credit_card,2018-02-08 16:59:15
15,1744,25233,5.0,542.6,0.5,10.1,101.1,credit_card,2018-08-21 11:43:10
16,7640,19914,2.0,65.1,0.5,3.1,31.0,credit_card,2018-11-08 14:40:51
17,3113,19241,1.0,128.6,0.5,14.6,145.7,credit_card,2018-07-04 20:58:14
18,6217,16002,2.0,165.9,0.5,6.9,69.5,money_order,2018-07-04 03:04:34
19,1987,10511,3.0,460.2,0.4,13.8,138.2,credit_card,2018-04-29 10:07:56
9,2996,30272,5.0,595.7,0.4,7.7,76.8,credit_card,2018-10-08 08:26:57
10,1287,25027,1.0,144.2,0.4,13.4,133.6,credit_card,2018-08-19 23:10:30
11,8533,31040,2.0,133.29999999999998,0.4,2.5,24.6,credit_card,2018-11-15 21:23:38
12,1909,8001,3.0,130.3,0.5,2.8,28.3,credit_card,2018-07-04 13:08:27
13,8391,9315,5.0,307.4,0.5,2.4,23.7,credit_card,2018-04-24 21:32:21
14,7139,13496,3.0,416.3,0.4,13.1,130.6,money_order,2018-05-16 13:24:11
15,5804,27312,1.0,117.2,0.5,10.7,107.4,credit_card,2018-09-11 12:56:01
16,1015,23206,1.0,38.8,0.4,1.6,15.5,credit_card,2018-08-03 11:05:08
17,7793,7617,1.0,149.79999999999998,0.4,13.0,129.8,money_order,2018-04-06 11:53:36
18,2232,33382,1.0,86.8,0.5,7.3,72.6,money_order,2018-11-06 03:21:58
19,5515,9097,3.0,386.6,0.5,14.6,145.7,credit_card,2018-04-23 22:16:20
9,673,36377,1.0,109.0,0.5,11.0,110.1,credit_card,2018-12-03 18:23:39
10,3128,35992,1.0,121.7,0.5,12.7,127.1,money_order,2018-11-30 14:19:37
11,1046,3522,5.0,328.8,0.4,1.8,18.1,credit_card,2018-02-15 21:27:45
12,3344,1061,3.0,155.8,0.4,2.8,28.3,credit_card,2018-01-12 10:06:07
13,6335,38430,5.0,307.4,0.5,2.4,23.7,credit_card,2018-12-25 16:19:04
14,7318,21058,1.0,123.7,0.5,11.7,117.1,credit_card,2018-07-19 14:16:16
15,3826,18586,1.0,118.9,0.5,12.4,124.5,credit_card,2018-06-30 20:26:28
16,1942,5781,5.0,187.2,0.4,1.2,12.4,credit_card,2018-03-11 09:10:20
17,3511,20283,5.0,581.4,0.5,11.4,113.8,money_order,2018-07-14 18:14:12
18,6883,12986,1.0,84.2,0.5,4.7,47.2,credit_card,2018-07-30 14:26:27
19,4390,22692,3.0,385.1,0.5,13.1,130.8,money_order,2018-07-30 11:38:56
9,7236,7915,3.0,303.8,0.5,9.8,98.4,credit_card,2018-04-10 10:35:05
10,91,246,3.0,404.9,0.4,12.5,124.9,credit_card,2018-09-19 22:27:41
11,5995,10701,3.0,165.4,0.5,1.9,19.2,credit_card,2018-04-30 10:18:49
12,286,34154,3.0,155.8,0.4,2.8,28.3,credit_card,2018-11-11 23:17:37
13,7283,30006,1.0,75.4,0.4,2.2,22.5,money_order,2018-10-06 13:17:50
14,2351,5614,1.0,126.2,0.5,14.2,141.8,debit_card,2018-03-09 18:48:27
15,6781,6929,1.0,115.5,0.5,9.0,90.4,credit_card,2018-10-25 09:02:57
16,7905,37606,5.0,156.2,0.5,1.2,12.4,money_order,2018-12-16 09:13:59
17,1042,32454,1.0,124.2,0.5,10.2,102.4,credit_card,2018-10-29 19:37:28
18,712,27143,3.0,292.2,0.4,6.0,59.9,money_order,2018-09-10 08:13:03
19,2825,12670,1.0,161.6,0.4,12.8,128.3,credit_card,2018-05-11 13:30:58
9,3760,29243,1.0,128.4,0.4,10.8,108.2,money_order,2018-09-28 18:51:34
10,419,14156,3.0,403.59999999999997,0.4,11.2,111.8,credit_card,2018-05-20 15:38:28
11,7077,22294,2.0,133.29999999999998,0.4,2.5,24.6,credit_card,2018-07-28 19:55:25
12,4494,32361,3.0,155.8,0.4,2.8,28.3,credit_card,2018-10-28 10:56:25
13,217,26234,1.0,76.9,0.4,3.7,37.1,credit_card,2018-09-02 12:49:12
14,456,28694,5.0,684.2,0.4,12.2,121.6,money_order,2018-09-24 16:45:43
15,4055,31503,3.0,395.4,0.4,12.0,120.2,credit_card,2018-10-19 12:15:39
16,8568,38232,3.0,95.1,0.5,2.1,20.7,money_order,2018-12-23 09:52:45
17,3467,20996,3.0,422.5,0.4,12.1,120.6,e_wallet,2018-07-19 10:49:10
18,4443,16496,5.0,483.3,0.4,6.3,63.1,money_order,2018-06-12 23:31:09
19,6864,9361,1.0,164.6,0.4,15.8,158.1,credit_card,2018-06-29 21:34:59
9,535,1411,5.0,595.7,0.4,7.7,76.8,credit_card,2018-01-17 22:15:35
10,1401,23932,5.0,557.7,0.5,12.7,127.1,credit_card,2018-12-04 20:20:27
11,4426,35981,2.0,133.29999999999998,0.4,2.5,24.6,money_order,2018-11-29 10:22:35
12,8430,14107,3.0,127.7,0.5,0.2,2.5,credit_card,2018-07-22 18:57:35
13,931,18354,3.0,222.29999999999998,0.4,2.7,27.4,e_wallet,2018-06-28 23:13:55
14,2296,11908,2.0,237.1,0.5,13.1,130.6,credit_card,2018-05-07 19:46:39
15,6598,8834,5.0,542.6,0.5,10.1,101.1,credit_card,2018-12-27 18:22:21
16,6390,22305,3.0,95.1,0.5,2.1,20.7,credit_card,2018-11-19 22:10:49
17,7296,7709,2.0,240.5,0.5,12.5,125.2,money_order,2018-05-25 16:20:36
18,2169,21588,1.0,102.69999999999999,0.4,7.3,72.6,e_wallet,2018-07-23 15:46:11
19,603,1060,1.0,135.8,0.5,11.8,118.4,credit_card,2018-01-12 01:05:34
9,6957,24085,3.0,303.8,0.5,9.8,98.4,credit_card,2018-08-10 09:20:49
10,4043,20517,2.0,273.7,0.4,12.1,120.6,credit_card,2018-07-16 22:47:11
11,4826,37235,1.0,56.1,0.5,1.6,15.9,credit_card,2018-12-13 17:47:09
12,2979,12362,3.0,155.8,0.4,2.8,28.3,credit_card,2018-05-10 08:48:18
13,1716,10891,1.0,64.7,0.5,3.7,37.1,credit_card,2018-10-06 04:14:51
14,7870,8273,3.0,416.3,0.4,13.1,130.6,credit_card,2018-04-14 09:22:00
15,8025,26935,1.0,119.2,0.5,12.7,126.6,credit_card,2018-09-08 14:03:56
16,4662,298,2.0,65.1,0.5,3.1,31.0,credit_card,2018-05-15 11:33:28
17,2613,25352,1.0,126.1,0.5,12.1,120.6,e_wallet,2018-08-22 09:47:07
18,3329,2906,1.0,102.99999999999999,0.4,7.6,75.8,money_order,2018-02-07 22:30:39
19,4165,12664,2.0,263.3,0.5,15.3,153.1,credit_card,2018-05-11 18:25:34
9,1389,7974,1.0,127.6,0.4,10.0,100.3,credit_card,2018-04-10 20:39:54
10,509,30588,1.0,122.6,0.5,13.6,135.8,money_order,2018-10-11 11:03:55
11,6430,13378,5.0,273.8,0.5,1.3,12.7,credit_card,2018-05-15 16:02:25
12,4275,1039,3.0,130.3,0.5,2.8,28.3,credit_card,2018-01-12 10:35:26
13,2790,18200,3.0,185.4,0.5,2.4,23.7,credit_card,2018-06-26 10:59:39
14,8365,26197,2.0,282.3,0.4,13.5,135.0,credit_card,2018-09-02 14:08:53
15,3146,23372,3.0,330.9,0.5,11.4,113.8,credit_card,2018-08-05 01:06:09
16,7201,35217,3.0,95.1,0.5,2.1,20.7,money_order,2018-12-10 11:24:11
17,4510,15876,2.0,286.59999999999997,0.4,13.0,129.8,credit_card,2018-06-06 13:40:59
18,2616,30511,1.0,86.8,0.5,7.3,72.6,credit_card,2018-10-10 15:01:09
19,8200,4354,1.0,140.6,0.5,16.6,165.5,credit_card,2018-02-26 17:20:07
9,5167,35869,1.0,128.4,0.4,10.8,108.2,debit_card,2018-11-27 17:24:25
10,6993,7046,5.0,665.6,0.4,11.6,116.2,credit_card,2018-03-27 16:02:37
11,6968,37869,1.0,67.39999999999999,0.4,2.0,20.3,credit_card,2018-12-20 10:20:27
12,3932,25317,1.0,51.2,0.4,0.2,1.6,money_order,2018-08-21 17:11:24
13,2465,2689,1.0,65.1,0.5,4.1,40.8,credit_card,2018-02-04 09:26:19
14,7195,2870,2.0,237.1,0.5,13.1,130.6,money_order,2018-10-21 15:13:26
15,403,509,1.0,115.5,0.5,9.0,90.4,money_order,2018-01-06 20:15:20
16,769,9816,1.0,37.2,0.5,6.2,62.0,credit_card,2018-04-25 23:17:35
17,1208,21182,5.0,579.1,0.5,9.1,91.0,money_order,2018-07-20 01:00:51
18,4807,9437,5.0,403.0,0.5,5.5,55.2,credit_card,2018-04-24 10:28:38
19,5280,7580,1.0,137.8,0.5,13.8,138.2,credit_card,2018-09-05 14:29:43
9,2683,20693,2.0,205.6,0.5,9.6,96.4,money_order,2018-08-17 22:34:14
10,1265,18016,1.0,118.4,0.5,9.4,94.4,money_order,2018-09-05 08:41:21
11,1672,30125,5.0,327.7,0.4,0.7,7.2,credit_card,2018-10-07 08:36:30
12,3885,19661,1.0,42.7,0.5,0.2,1.6,money_order,2018-07-08 11:10:22
13,88,29980,1.0,64.7,0.5,3.7,37.1,credit_card,2018-10-05 16:53:50
14,98,20516,3.0,347.0,0.5,11.0,110.4,money_order,2018-07-16 17:00:45
15,8085,11021,5.0,650.2,0.4,11.2,111.7,credit_card,2018-05-02 21:57:18
16,6119,6591,2.0,65.1,0.5,3.1,31.0,credit_card,2018-03-19 12:35:11
17,4049,25550,1.0,126.1,0.5,12.1,120.6,money_order,2018-08-23 05:29:01
18,7367,18765,3.0,244.0,0.5,5.5,55.2,credit_card,2018-06-30 13:32:39
19,5891,5382,1.0,139.8,0.5,15.8,158.1,money_order,2018-03-07 15:57:15
9,5427,2648,2.0,246.0,0.4,10.8,108.2,credit_card,2018-02-03 13:39:06
10,6937,17956,1.0,122.6,0.5,13.6,135.8,credit_card,2018-06-24 14:23:34
11,4993,33417,3.0,198.39999999999998,0.4,2.2,22.5,money_order,2018-11-06 16:59:58
12,3375,25978,3.0,130.3,0.5,2.8,28.3,credit_card,2018-08-28 18:47:03
13,4299,16867,3.0,222.29999999999998,0.4,2.7,27.4,credit_card,2018-06-15 13:56:58
14,4044,36662,1.0,125.7,0.5,13.7,137.3,credit_card,2018-12-07 19:01:13
15,5072,38311,3.0,332.2,0.5,12.7,126.6,credit_card,2018-12-23 22:20:08
16,950,5057,1.0,37.2,0.5,6.2,62.0,credit_card,2018-06-30 00:08:55
17,8427,5367,1.0,127.7,0.5,13.7,136.6,credit_card,2018-03-07 00:03:21
18,1397,12202,1.0,102.99999999999999,0.4,7.6,75.8,credit_card,2018-05-09 12:24:30
19,5937,38973,1.0,135.8,0.5,11.8,118.4,e_wallet,2018-12-30 15:47:50
9,7474,38450,2.0,205.6,0.5,9.6,96.4,e_wallet,2018-12-25 20:39:11
10,41,20922,3.0,340.1,0.5,13.1,131.5,money_order,2018-07-18 00:08:34
11,1237,547,5.0,273.8,0.5,1.3,12.7,credit_card,2018-01-07 10:55:54
12,7401,10531,1.0,51.2,0.4,0.2,1.6,credit_card,2018-04-29 07:40:23
13,5893,3105,5.0,306.2,0.5,1.2,11.5,credit_card,2018-11-04 21:40:35
14,1024,10789,1.0,125.7,0.5,13.7,137.3,credit_card,2018-05-01 19:14:15
15,7454,16866,1.0,140.7,0.4,12.9,128.7,credit_card,2018-06-15 18:00:35
16,4115,32893,1.0,37.2,0.5,6.2,62.0,credit_card,2018-11-02 11:31:34
17,8681,27310,1.0,151.1,0.4,14.3,143.4,credit_card,2018-09-11 07:47:55
18,1174,27770,2.0,165.9,0.5,6.9,69.5,money_order,2018-09-16 11:52:47
19,2581,13955,3.0,460.2,0.4,13.8,138.2,credit_card,2018-05-18 19:17:14
9,802,14974,2.0,245.2,0.4,10.0,100.3,credit_card,2018-05-28 22:52:54
10,7350,31456,3.0,403.59999999999997,0.4,11.2,111.8,credit_card,2018-10-19 17:32:14
11,7479,9193,5.0,328.8,0.4,1.8,18.1,credit_card,2018-05-28 14:44:20
12,8343,35372,1.0,42.6,0.5,0.1,0.8,credit_card,2018-11-21 20:18:31
13,6477,33776,1.0,75.4,0.4,2.2,22.5,credit_card,2018-11-08 15:04:25
14,5748,23851,5.0,681.9,0.4,9.9,99.2,money_order,2018-08-08 07:40:22
15,7501,17826,5.0,648.0,0.4,9.0,90.4,credit_card,2018-06-23 14:54:28
16,2678,138,1.0,43.4,0.4,6.2,62.0,debit_card,2018-07-12 16:56:22
17,6975,16488,3.0,354.7,0.5,12.7,127.5,credit_card,2018-06-12 20:00:28
18,4446,34502,5.0,403.0,0.5,5.5,55.2,credit_card,2018-11-14 11:31:09
19,8399,6843,1.0,163.6,0.4,14.8,148.2,credit_card,2018-07-23 13:26:43
9,1990,17121,5.0,595.7,0.4,7.7,76.8,money_order,2018-11-27 21:04:23
10,5313,59,2.0,231.4,0.5,13.4,133.6,credit_card,2018-01-01 14:39:43
11,4255,4487,2.0,132.79999999999998,0.4,2.0,20.3,money_order,2018-02-28 17:34:38
12,1033,10381,2.0,102.2,0.4,0.2,1.6,credit_card,2018-04-28 19:24:34
13,2867,8396,1.0,76.4,0.4,3.2,32.2,credit_card,2018-04-16 21:48:09
14,1399,18313,1.0,125.7,0.5,13.7,137.3,credit_card,2018-11-19 14:10:29
15,7725,34389,3.0,332.2,0.5,12.7,126.6,credit_card,2018-11-13 12:43:23
16,4039,265,1.0,38.8,0.4,1.6,15.5,money_order,2018-01-04 10:56:57
17,593,20477,5.0,581.4,0.5,11.4,113.8,credit_card,2018-09-20 14:18:56
18,6337,6499,1.0,86.8,0.5,7.3,72.6,money_order,2018-03-18 21:38:35
19,4435,23084,1.0,139.8,0.5,15.8,158.1,credit_card,2018-08-02 20:15:41
9,3960,7572,5.0,597.6,0.4,9.6,96.4,credit_card,2018-10-10 20:02:09
10,2742,3817,5.0,663.4,0.4,9.4,94.4,credit_card,2018-02-19 16:44:34
11,7134,27504,5.0,273.8,0.5,1.3,12.7,credit_card,2018-09-13 08:27:25
12,2185,2073,3.0,155.8,0.4,2.8,28.3,credit_card,2018-01-26 21:52:33
13,7501,30840,5.0,367.8,0.4,1.8,17.6,credit_card,2018-10-13 18:06:38
14,5510,12070,5.0,573.3,0.5,13.3,132.8,money_order,2018-10-22 22:44:21
15,923,31589,2.0,224.2,0.5,11.2,111.7,credit_card,2018-10-20 22:36:01
16,2309,1916,3.0,95.1,0.5,2.1,20.7,credit_card,2018-09-07 18:51:17
17,3199,10846,1.0,147.99999999999997,0.4,11.2,111.5,credit_card,2018-05-01 10:57:57
18,4220,36572,5.0,403.0,0.5,5.5,55.2,credit_card,2018-12-06 08:02:11
19,199,19006,1.0,164.6,0.4,15.8,158.1,credit_card,2018-10-21 19:41:25
9,7805,10128,1.0,109.0,0.5,11.0,110.1,credit_card,2018-04-26 12:40:46
10,3390,17595,3.0,340.1,0.5,13.1,131.5,credit_card,2018-06-22 12:45:55
11,986,31780,5.0,272.7,0.5,0.2,1.8,credit_card,2018-10-22 19:21:40
12,55,6650,1.0,51.3,0.4,0.3,3.3,credit_card,2018-10-30 21:48:50
13,3207,26203,1.0,65.1,0.5,4.1,40.8,credit_card,2018-09-02 13:42:17
14,7490,33762,3.0,348.4,0.5,12.4,123.8,money_order,2018-11-08 15:42:27
15,407,12517,5.0,650.2,0.4,11.2,111.7,credit_card,2018-10-12 00:41:26
16,8573,26550,2.0,65.1,0.5,3.1,31.0,credit_card,2018-09-04 22:46:43
17,6971,33404,1.0,126.1,0.5,12.1,120.6,credit_card,2018-11-06 13:52:52
18,2170,12862,1.0,102.69999999999999,0.4,7.3,72.6,credit_card,2018-10-18 08:28:44
19,4321,22108,1.0,135.8,0.5,11.8,118.4,money_order,2018-07-26 16:16:52
9,8488,37970,5.0,496.7,0.5,6.7,67.0,credit_card,2018-12-20 15:12:50
10,1864,18232,5.0,555.5,0.5,10.5,105.3,money_order,2018-06-27 10:52:15
11,4006,7711,5.0,327.7,0.4,0.7,7.2,e_wallet,2018-04-07 15:52:19
12,7053,28256,1.0,53.1,0.4,2.1,21.3,credit_card,2018-09-20 14:27:30
13,946,28194,2.0,126.0,0.5,4.0,39.6,credit_card,2018-09-19 23:24:21
14,1937,9711,3.0,347.0,0.5,11.0,110.4,credit_card,2018-12-27 08:10:06
15,8355,31435,2.0,224.2,0.5,11.2,111.7,credit_card,2018-10-19 14:01:34
16,6860,18140,5.0,187.2,0.4,1.2,12.4,credit_card,2018-06-26 16:47:34
17,988,38542,5.0,696.5,0.4,12.5,125.2,credit_card,2018-12-26 18:21:01
18,409,18648,2.0,165.3,0.5,6.3,63.1,credit_card,2018-07-25 09:36:25
19,325,25548,1.0,135.8,0.5,11.8,118.4,credit_card,2018-08-23 12:20:20
9,4355,2870,1.0,127.6,0.4,10.0,100.3,credit_card,2018-09-29 22:56:30
10,5218,30733,1.0,118.4,0.5,9.4,94.4,credit_card,2018-10-12 22:21:34
11,1272,7948,1.0,57.0,0.5,2.5,24.6,credit_card,2018-04-10 17:54:06
12,146,7580,2.0,102.2,0.4,0.2,1.6,credit_card,2018-04-05 22:21:01
13,4386,19414,2.0,149.6,0.4,3.2,32.2,credit_card,2018-07-05 20:55:17
14,2200,15441,1.0,125.7,0.5,13.7,137.3,credit_card,2018-06-02 17:33:07
15,4016,3714,3.0,330.9,0.5,11.4,113.8,e_wallet,2018-11-16 10:08:13
16,8402,6925,3.0,95.1,0.5,2.1,20.7,credit_card,2018-03-26 14:14:14
17,4810,23926,2.0,240.5,0.5,12.5,125.2,credit_card,2018-08-09 21:41:44
18,2012,28717,1.0,86.8,0.5,7.3,72.6,credit_card,2018-09-24 13:03:55
19,5402,35885,1.0,164.6,0.4,15.8,158.1,credit_card,2018-11-27 20:47:17
9,3296,3317,1.0,108.6,0.5,10.6,106.2,credit_card,2018-02-13 12:24:18
10,2499,26223,2.0,229.6,0.5,11.6,116.2,credit_card,2018-11-12 21:19:11
11,4616,21658,1.0,67.89999999999999,0.4,2.5,24.6,credit_card,2018-10-11 15:05:05
12,3273,4472,5.0,214.2,0.5,1.7,17.0,credit_card,2018-02-28 20:19:26
13,5120,6369,1.0,64.7,0.5,3.7,37.1,e_wallet,2018-03-17 13:11:36
14,5356,12439,2.0,238.0,0.5,14.0,139.5,e_wallet,2018-05-10 09:32:44
15,7872,19869,3.0,329.6,0.5,10.1,101.1,credit_card,2018-07-10 20:36:54
16,2118,23644,2.0,77.49999999999999,0.4,3.1,31.0,credit_card,2018-08-06 20:51:02
17,4761,24746,5.0,581.4,0.5,11.4,113.8,credit_card,2018-08-16 17:05:29
18,3358,20520,5.0,481.7,0.4,4.7,47.2,credit_card,2018-07-16 16:23:02
19,2162,10223,3.0,461.7,0.4,15.3,153.1,credit_card,2018-04-27 12:10:10
9,4002,2381,1.0,108.8,0.5,10.8,108.2,credit_card,2018-01-30 20:39:50
10,7211,33396,1.0,121.9,0.5,12.9,129.3,credit_card,2018-11-06 17:54:58
11,505,2383,1.0,66.6,0.4,1.2,11.6,credit_card,2018-01-30 20:13:41
12,8350,8617,5.0,256.7,0.4,1.7,17.0,money_order,2018-09-03 17:24:44
13,6310,12509,2.0,125.5,0.5,3.5,34.7,credit_card,2018-05-10 12:31:24
14,2280,7775,2.0,238.0,0.5,14.0,139.5,credit_card,2018-05-30 09:19:17
15,7962,16652,1.0,140.7,0.4,12.9,128.7,credit_card,2018-06-14 17:17:56
16,3135,17617,2.0,65.1,0.5,3.1,31.0,e_wallet,2018-06-22 10:12:17
17,4286,23916,2.0,241.4,0.5,13.4,134.3,credit_card,2018-10-16 20:11:37
18,6878,26017,1.0,102.99999999999999,0.4,7.6,75.8,credit_card,2018-08-28 12:50:34
19,1370,25841,3.0,386.6,0.5,14.6,145.7,money_order,2018-09-03 21:40:05
9,3117,1046,5.0,595.7,0.4,7.7,76.8,money_order,2018-01-12 10:40:18
10,4127,1359,1.0,120.2,0.5,11.2,111.8,money_order,2018-01-16 13:01:48
11,6221,16982,1.0,56.1,0.5,1.6,15.9,e_wallet,2018-06-16 13:15:36
12,3391,27426,2.0,85.3,0.5,0.3,3.3,credit_card,2018-09-12 18:06:48
13,8675,33519,1.0,64.7,0.5,3.7,37.1,credit_card,2018-11-07 14:11:20
14,3,1823,1.0,126.2,0.5,14.2,141.8,debit_card,2018-01-22 21:02:25
15,2156,24748,1.0,139.4,0.4,11.6,116.0,credit_card,2018-08-16 17:15:53
16,6050,618,5.0,156.2,0.5,1.2,12.4,credit_card,2018-03-20 19:06:19
17,5409,5026,5.0,579.1,0.5,9.1,91.0,credit_card,2018-03-04 15:12:16
18,6010,38577,1.0,86.9,0.5,7.4,74.2,credit_card,2018-12-26 20:55:07
19,7009,1123,5.0,635.6,0.5,15.6,155.6,credit_card,2018-01-13 15:32:47
9,7669,35151,2.0,245.2,0.4,10.0,100.3,credit_card,2018-11-19 23:35:44
10,1537,4063,3.0,338.8,0.5,11.8,118.4,credit_card,2018-11-06 19:22:51
11,5759,16298,5.0,274.9,0.5,2.4,23.6,e_wallet,2018-12-15 12:33:14
12,8613,24128,1.0,42.7,0.5,0.2,1.6,credit_card,2018-08-11 13:27:52
13,5983,11876,5.0,306.2,0.5,1.2,11.5,credit_card,2018-05-07 14:48:57
