customer_key,store_key,customer_cumulative_spent,customer_level,date_time
8599,279,483.5,Platinum,2018-04-18 16:04:57
8652,176,447.8,Platinum,2018-04-18 16:05:19
4424,101,262.0,VIP,2018-04-18 16:10:29
4424,148,2087.6,VIP,2018-04-18 16:10:29
8594,35,153.0,Gold,2018-04-18 16:31:54
8654,276,89.5,Member,2018-04-18 17:01:33
8627,112,300.2,Platinum,2018-04-18 17:16:59
8639,93,59.0,Member,2018-04-18 17:17:34
8659,263,1243.2,VIP,2018-04-18 17:22:43
8657,193,203.4,Gold,2018-04-18 18:44:34
8615,66,390.6,Platinum,2018-04-18 18:52:08
8649,28,1014.1,VIP,2018-04-18 18:56:44
8631,219,254.2,Platinum,2018-04-18 19:08:27
8606,61,96.3,Member,2018-04-18 19:28:06
8651,108,169.8,Gold,2018-04-18 19:49:54
8642,238,320.1,Platinum,2018-04-18 19:55:46
159,149,98.8,Diamond,2018-04-18 20:15:56
159,58,888.6,Diamond,2018-04-18 20:15:56
8625,98,247.3,Gold,2018-04-18 20:19:18
8619,288,1251.3,VIP,2018-04-18 20:23:35
8603,275,718.8,Diamond,2018-04-18 21:28:56
8592,61,1622.6,VIP,2018-04-18 21:28:57
8597,295,1229.6,VIP,2018-04-18 21:33:21
8598,61,108.8,Gold,2018-04-18 21:52:08
8604,167,196.1,Gold,2018-04-18 23:03:56
8621,208,2130.3,VIP,2018-04-18 23:07:50
8714,135,149.0,Gold,2018-04-19 00:12:17
8689,282,251.3,Platinum,2018-04-19 00:27:42
8690,3,155.2,Gold,2018-04-19 08:43:10
8671,159,525.6,Diamond,2018-04-19 09:13:08
6169,94,470.1,Diamond,2018-04-19 09:33:44
6169,102,496.8,Diamond,2018-04-19 09:33:44
8718,291,932.6,Diamond,2018-04-19 10:04:04
8725,78,231.1,Gold,2018-04-19 10:22:49
8685,14,384.4,Platinum,2018-04-19 11:15:14
8733,6,1001.7,VIP,2018-04-19 11:15:29
8680,198,386.4,Platinum,2018-04-19 11:35:49
8739,289,693.8,Diamond,2018-04-19 11:35:49
8726,68,473.2,Platinum,2018-04-19 12:13:56
8673,200,816.4,Diamond,2018-04-19 12:22:15
8734,106,217.3,Gold,2018-04-19 13:21:52
8663,5,535.7,Diamond,2018-04-19 13:23:06
8731,159,843.0,Diamond,2018-04-19 13:23:08
5129,92,174.0,Platinum,2018-04-19 13:23:27
5129,57,247.5,Platinum,2018-04-19 13:23:27
8678,207,104.6,Gold,2018-04-19 13:55:26
8677,218,281.8,Platinum,2018-04-19 13:57:09
8703,214,271.4,Platinum,2018-04-19 14:03:22
8712,50,688.2,Diamond,2018-04-19 14:10:05
8687,83,159.5,Gold,2018-04-19 14:22:35
8728,54,250.3,Platinum,2018-04-19 14:23:32
8684,292,223.1,Gold,2018-04-19 14:34:44
8695,175,193.3,Gold,2018-04-19 14:42:35
8708,116,193.8,Gold,2018-04-19 14:46:05
8717,190,196.5,Gold,2018-04-19 14:47:50
8696,278,317.5,Platinum,2018-04-19 15:11:59
8697,270,370.0,Platinum,2018-04-19 15:22:02
8664,123,152.4,Gold,2018-04-19 15:50:57
8710,208,776.2,Diamond,2018-04-19 15:59:17
8740,71,168.9,Gold,2018-04-19 16:12:34
8693,194,717.3,Diamond,2018-04-19 16:35:05
8706,248,173.5,Gold,2018-04-19 17:05:09
8691,293,520.0,Diamond,2018-04-19 17:05:31
8667,182,236.0,Gold,2018-04-19 17:17:36
8736,263,1235.9,VIP,2018-04-19 17:20:57
8682,233,254.5,Platinum,2018-04-19 17:27:57
75,192,415.9,Diamond,2018-04-19 17:30:55
75,168,487.9,Diamond,2018-04-19 17:30:55
5817,5,364.9,Diamond,2018-04-19 17:37:09
5817,269,336.8,Diamond,2018-04-19 17:37:09
8675,275,249.1,Gold,2018-04-19 17:38:58
8721,222,658.5,Diamond,2018-04-19 17:41:21
8701,259,1045.1,VIP,2018-04-19 17:51:15
8741,134,671.2,Diamond,2018-04-19 18:19:35
8698,255,300.8,Platinum,2018-04-19 18:20:43
8672,199,276.1,Platinum,2018-04-19 18:41:04
8732,51,91.4,Member,2018-04-19 19:01:48
8707,260,285.8,Platinum,2018-04-19 19:11:20
8711,187,1972.1,VIP,2018-04-19 19:16:26
8699,92,429.4,Platinum,2018-04-19 19:34:38
8727,106,502.2,Diamond,2018-04-19 19:59:00
8662,172,64.2,Member,2018-04-19 20:06:12
8724,205,126.4,Gold,2018-04-19 20:06:28
3227,254,2784.4,VIP,2018-04-19 20:22:47
3227,107,195.6,VIP,2018-04-19 20:22:47
8688,147,1885.4,VIP,2018-04-19 20:35:05
8705,221,483.3,Platinum,2018-04-19 20:37:11
8715,51,264.1,Platinum,2018-04-19 21:25:48
8735,285,508.1,Diamond,2018-04-19 21:34:58
8720,75,100.7,Gold,2018-04-19 21:38:26
8842,172,170.4,Gold,2018-04-20 10:59:08
8789,259,248.1,Gold,2018-04-20 10:59:15
8768,216,1526.2,VIP,2018-04-20 10:59:31
8812,38,148.4,Gold,2018-04-20 10:59:33
7262,183,117.9,Diamond,2018-04-20 10:59:50
7262,264,803.8,Diamond,2018-04-20 10:59:50
8750,145,93.1,Member,2018-04-20 11:00:48
8828,46,103.1,Gold,2018-04-20 11:27:15
8781,67,817.2,Diamond,2018-04-20 11:27:51
8787,175,1410.1,VIP,2018-04-20 11:27:55
8752,192,250.5,Platinum,2018-04-20 11:45:14
8748,126,236.8,Gold,2018-04-20 11:45:42
7714,27,356.5,Diamond,2018-04-20 11:45:52
7714,168,327.6,Diamond,2018-04-20 11:45:52
8824,136,413.5,Platinum,2018-04-20 11:45:52
8759,111,492.4,Platinum,2018-04-20 11:45:59
8840,186,58.1,Member,2018-04-20 11:46:11
8827,75,237.3,Gold,2018-04-20 11:46:11
3812,159,131.9,VIP,2018-04-20 11:46:31
3812,134,1039.1,VIP,2018-04-20 11:46:31
8774,104,1037.8,VIP,2018-04-20 11:46:38
8825,168,132.8,Gold,2018-04-20 11:46:40
8820,155,296.8,Platinum,2018-04-20 12:47:40
8801,42,1271.8,VIP,2018-04-20 12:47:43
8779,221,258.7,Platinum,2018-04-20 12:47:48
8841,112,472.6,Platinum,2018-04-20 12:48:40
8784,212,129.9,Gold,2018-04-20 12:49:35
8783,196,191.8,Gold,2018-04-20 12:53:14
8839,189,164.0,Gold,2018-04-20 12:53:36
8755,15,404.6,Platinum,2018-04-20 13:00:52
8796,61,79.7,Member,2018-04-20 13:05:07
8764,93,181.7,Gold,2018-04-20 13:26:25
8831,264,788.9,Diamond,2018-04-20 13:27:59
8742,134,188.2,Gold,2018-04-20 13:53:01
8746,168,119.9,Gold,2018-04-20 14:14:01
8785,77,1443.5,VIP,2018-04-20 14:31:05
8766,57,379.1,Platinum,2018-04-20 14:31:13
8836,72,141.9,Gold,2018-04-20 14:49:01
8843,98,413.3,Platinum,2018-04-20 15:24:53
8822,43,782.5,Diamond,2018-04-20 15:33:26
8830,210,519.7,Diamond,2018-04-20 15:37:10
8818,230,168.3,Gold,2018-04-20 15:39:32
8821,282,212.2,Gold,2018-04-20 15:51:38
8761,261,1020.6,VIP,2018-04-20 16:07:50
8782,131,1289.6,VIP,2018-04-20 16:52:14
8791,238,173.5,Gold,2018-04-20 16:54:27
8833,210,411.0,Platinum,2018-04-20 16:59:40
8767,290,152.8,Gold,2018-04-20 17:03:42
8800,25,975.7,Diamond,2018-04-20 17:41:46
8765,266,520.2,Diamond,2018-04-20 18:01:48
8790,26,142.9,Gold,2018-04-20 18:02:21
8769,80,518.2,Diamond,2018-04-20 18:06:18
8770,209,167.9,Gold,2018-04-20 18:09:45
7630,267,464.6,Diamond,2018-04-20 18:11:05
7630,242,259.0,Diamond,2018-04-20 18:11:05
8817,125,982.6,Diamond,2018-04-20 18:11:59
8829,244,109.0,Gold,2018-04-20 18:50:52
8815,265,91.7,Member,2018-04-20 18:53:16
8802,163,229.0,Gold,2018-04-20 18:53:36
8810,24,122.7,Gold,2018-04-20 19:08:38
8816,236,534.0,Diamond,2018-04-20 19:16:38
6549,127,224.3,VIP,2018-04-20 19:25:48
6549,274,1467.9,VIP,2018-04-20 19:25:48
8775,222,765.4,Diamond,2018-04-20 19:38:16
8808,64,88.7,Member,2018-04-20 20:02:06
5143,158,52.0,Diamond,2018-04-20 20:21:13
5143,96,276.7,Diamond,2018-04-20 20:21:13
5143,99,562.5,Diamond,2018-04-20 20:21:13
8778,258,75.3,Member,2018-04-20 20:37:34
8792,71,544.4,Diamond,2018-04-20 20:52:42
8763,119,593.0,Diamond,2018-04-20 21:15:52
8798,201,89.6,Member,2018-04-20 22:12:36
8745,66,521.2,Diamond,2018-04-20 22:30:23
8749,103,139.9,Gold,2018-04-20 22:32:51
2120,188,104.7,Platinum,2018-04-20 23:07:17
2120,134,303.4,Platinum,2018-04-20 23:07:17
8762,88,410.9,Platinum,2018-04-20 23:27:27
8904,68,219.6,Gold,2018-04-21 00:17:44
8931,158,399.2,Platinum,2018-04-21 02:39:45
8869,41,181.7,Gold,2018-04-21 08:24:21
8935,56,1568.0,VIP,2018-04-21 08:25:04
8878,65,117.8,Gold,2018-04-21 08:52:33
8863,56,157.1,Gold,2018-04-21 08:54:33
8946,41,419.0,Platinum,2018-04-21 09:09:35
5162,131,250.2,Platinum,2018-04-21 09:24:21
5162,231,138.1,Platinum,2018-04-21 09:24:21
8942,197,164.2,Gold,2018-04-21 09:33:36
8910,193,323.5,Platinum,2018-04-21 09:55:35
8947,51,291.1,Platinum,2018-04-21 10:10:14
8883,273,376.5,Platinum,2018-04-21 10:16:47
8866,188,115.0,Gold,2018-04-21 10:27:38
8906,256,1440.4,VIP,2018-04-21 10:28:26
8891,5,76.9,Member,2018-04-21 10:29:16
8916,170,793.8,Diamond,2018-04-21 11:04:31
8893,185,665.4,Diamond,2018-04-21 11:05:07
8845,87,1091.6,VIP,2018-04-21 11:08:45
8909,213,352.1,Platinum,2018-04-21 11:26:09
8898,67,389.0,Platinum,2018-04-21 11:50:23
8880,82,491.1,Platinum,2018-04-21 11:54:47
8886,169,214.3,Gold,2018-04-21 12:08:32
8928,94,222.8,Gold,2018-04-21 12:11:30
8943,297,247.3,Gold,2018-04-21 12:11:56
8899,235,168.5,Gold,2018-04-21 12:45:22
8920,59,397.7,Platinum,2018-04-21 12:47:32
8889,199,209.7,Gold,2018-04-21 13:00:21
8930,174,146.3,Gold,2018-04-21 13:10:50
8852,230,284.0,Platinum,2018-04-21 13:33:24
3932,69,652.3,Diamond,2018-04-21 13:56:43
3932,280,289.4,Diamond,2018-04-21 13:56:43
7664,115,279.4,Diamond,2018-04-21 14:15:21
7664,232,260.8,Diamond,2018-04-21 14:15:21
8894,195,294.0,Platinum,2018-04-21 14:24:08
8940,148,239.9,Gold,2018-04-21 14:26:31
8876,196,101.6,Gold,2018-04-21 14:35:12
8948,168,352.6,Platinum,2018-04-21 14:45:07
4662,92,273.2,Platinum,2018-04-21 14:55:17
4662,210,202.9,Platinum,2018-04-21 14:55:17
8874,150,227.3,Gold,2018-04-21 15:00:33
8856,240,377.8,Platinum,2018-04-21 15:01:00
8860,30,53.0,Member,2018-04-21 15:19:25
8937,176,71.5,Member,2018-04-21 15:22:12
8868,153,154.6,Gold,2018-04-21 15:25:56
8938,228,281.3,Platinum,2018-04-21 15:27:11
8932,210,1440.5,VIP,2018-04-21 15:31:41
8927,282,370.8,Platinum,2018-04-21 15:55:40
8913,93,432.2,Platinum,2018-04-21 16:05:13
8890,30,807.2,Diamond,2018-04-21 16:14:06
6467,291,2008.5,VIP,2018-04-21 16:16:45
6467,1,818.9,VIP,2018-04-21 16:16:45
8861,149,2165.2,VIP,2018-04-21 16:21:03
8945,189,676.6,Diamond,2018-04-21 16:29:56
8912,90,332.4,Platinum,2018-04-21 16:34:39
8877,98,62.3,Member,2018-04-21 16:40:43
8902,179,174.0,Gold,2018-04-21 17:09:44
912,47,204.1,Diamond,2018-04-21 17:34:43
912,292,495.2,Diamond,2018-04-21 17:34:43
8897,191,195.1,Gold,2018-04-21 17:36:50
8923,41,278.2,Platinum,2018-04-21 17:37:08
8854,101,1021.8,VIP,2018-04-21 17:50:33
8903,156,237.5,Gold,2018-04-21 18:09:39
8914,151,984.2,Diamond,2018-04-21 18:35:19
8896,226,731.1,Diamond,2018-04-21 18:50:10
8881,14,334.4,Platinum,2018-04-21 19:39:55
8888,6,237.3,Gold,2018-04-21 19:58:08
4969,182,618.7,VIP,2018-04-21 20:05:55
4969,269,684.8,VIP,2018-04-21 20:05:55
8922,94,79.3,Member,2018-04-21 20:25:27
8855,44,224.1,Gold,2018-04-21 20:27:49
8924,171,127.7,Gold,2018-04-21 20:37:30
8862,33,253.6,Platinum,2018-04-21 20:56:07
6180,15,691.0,Diamond,2018-04-21 21:11:07
6180,91,58.5,Diamond,2018-04-21 21:11:07
6646,190,1020.5,VIP,2018-04-21 21:34:05
6646,168,631.0,VIP,2018-04-21 21:34:05
8851,87,1153.7,VIP,2018-04-21 21:54:17
8872,145,88.4,Member,2018-04-21 22:08:02
8870,207,458.9,Platinum,2018-04-21 22:32:12
8900,167,150.6,Gold,2018-04-21 22:55:37
8915,132,617.0,Diamond,2018-04-21 23:07:23
8892,247,161.6,Gold,2018-04-21 23:10:09
8939,94,297.0,Platinum,2018-04-21 23:23:27
487,88,765.7,VIP,2018-04-21 23:34:07
487,228,539.5,VIP,2018-04-21 23:34:07
487,4,1423.2,VIP,2018-04-21 23:34:07
975,101,901.9,VIP,2018-04-21 23:41:35
975,160,371.9,VIP,2018-04-21 23:41:35
8873,95,2462.6,VIP,2018-04-21 23:43:12
8933,9,530.3,Diamond,2018-04-21 23:58:55
8959,93,658.5,Diamond,2018-04-22 02:11:35
9002,4,211.6,Gold,2018-04-22 08:01:01
9027,63,2062.4,VIP,2018-04-22 08:33:09
8993,141,329.1,Platinum,2018-04-22 09:18:48
8961,62,2316.5,VIP,2018-04-22 09:40:02
8991,272,64.4,Member,2018-04-22 09:51:35
382,70,295.6,Platinum,2018-04-22 10:13:57
8998,293,1128.5,VIP,2018-04-22 10:49:45
9036,71,991.5,Diamond,2018-04-22 10:58:57
8990,92,805.5,Diamond,2018-04-22 11:00:02
9013,281,520.3,Diamond,2018-04-22 11:04:05
8989,219,447.3,Platinum,2018-04-22 11:18:24
8972,6,0.0,Member,2018-04-22 11:32:22
8969,88,542.7,Diamond,2018-04-22 11:56:01
8971,134,209.3,Gold,2018-04-22 12:14:30
6577,43,1005.7,VIP,2018-04-22 12:17:55
6577,99,316.4,VIP,2018-04-22 12:17:55
8973,18,165.2,Gold,2018-04-22 13:07:19
9022,182,132.2,Gold,2018-04-22 13:10:38
8978,8,134.8,Gold,2018-04-22 13:10:44
8489,100,222.1,Diamond,2018-04-22 13:33:57
8489,234,531.0,Diamond,2018-04-22 13:33:57
9009,259,1598.2,VIP,2018-04-22 13:55:42
8988,294,1186.9,VIP,2018-04-22 14:08:41
8950,28,460.8,Platinum,2018-04-22 14:14:41
9026,109,444.8,Platinum,2018-04-22 14:15:15
9006,9,86.5,Member,2018-04-22 14:16:50
9028,247,598.6,Diamond,2018-04-22 14:42:31
9000,125,1708.8,VIP,2018-04-22 14:45:54
4952,114,201.7,Diamond,2018-04-22 14:49:13
4952,268,490.7,Diamond,2018-04-22 14:49:13
8957,137,1261.4,VIP,2018-04-22 14:58:31
8979,274,187.2,Gold,2018-04-22 14:59:43
8953,231,553.3,Diamond,2018-04-22 15:32:48
4030,179,222.8,Diamond,2018-04-22 15:36:42
4030,32,363.3,Diamond,2018-04-22 15:36:42
8956,294,411.8,Platinum,2018-04-22 15:46:39
9020,192,301.1,Platinum,2018-04-22 16:44:46
9005,218,1214.3,VIP,2018-04-22 16:45:16
9003,24,356.4,Platinum,2018-04-22 16:46:44
8968,105,1587.2,VIP,2018-04-22 16:47:05
8980,261,412.8,Platinum,2018-04-22 16:56:05
9019,85,73.5,Member,2018-04-22 17:10:38
8996,204,1155.8,VIP,2018-04-22 17:20:48
9018,164,93.9,Member,2018-04-22 17:47:12
9016,285,597.8,Diamond,2018-04-22 18:22:40
9014,11,991.3,Diamond,2018-04-22 18:23:16
8976,102,267.7,Platinum,2018-04-22 18:33:30
163,297,216.5,Platinum,2018-04-22 18:55:27
163,108,202.2,Platinum,2018-04-22 18:55:27
9007,88,887.7,Diamond,2018-04-22 19:02:56
8963,277,587.7,Diamond,2018-04-22 19:04:36
8987,130,672.7,Diamond,2018-04-22 19:18:21
8966,212,1593.1,VIP,2018-04-22 19:20:18
9038,20,2017.4,VIP,2018-04-22 20:32:00
8960,72,151.0,Gold,2018-04-22 20:33:21
8994,11,759.6,Diamond,2018-04-22 20:34:11
9010,228,768.4,Diamond,2018-04-22 20:40:31
9033,75,415.7,Platinum,2018-04-22 20:47:55
8965,179,409.2,Platinum,2018-04-22 20:48:57
8977,239,158.9,Gold,2018-04-22 20:53:59
9001,15,1142.7,VIP,2018-04-22 21:12:44
8997,289,142.8,Gold,2018-04-22 21:29:06
9021,278,1101.5,VIP,2018-04-22 21:32:02
8964,231,2025.0,VIP,2018-04-22 22:28:20
9035,8,55.4,Member,2018-04-22 22:30:33
8982,40,676.5,Diamond,2018-04-22 22:38:17
9008,50,275.9,Platinum,2018-04-22 22:42:11
8975,143,495.2,Platinum,2018-04-22 22:48:29
9017,176,249.1,Gold,2018-04-22 23:26:12
6816,281,1127.4,VIP,2018-04-22 23:45:36
6816,125,819.9,VIP,2018-04-22 23:45:36
9118,45,2203.1,VIP,2018-04-23 00:09:51
9053,279,956.0,Diamond,2018-04-23 01:32:43
8336,4,152.7,Diamond,2018-04-23 05:40:52
8336,39,390.8,Diamond,2018-04-23 05:40:52
9068,273,784.0,Diamond,2018-04-23 06:34:25
9106,79,68.0,Member,2018-04-23 07:30:28
9157,198,706.2,Diamond,2018-04-23 07:43:48
9139,14,832.3,Diamond,2018-04-23 08:13:39
9086,52,442.8,Platinum,2018-04-23 08:23:33
9091,48,822.5,Diamond,2018-04-23 08:27:04
9120,27,923.1,Diamond,2018-04-23 09:13:22
1582,58,301.1,Diamond,2018-04-23 09:27:47
1582,99,336.4,Diamond,2018-04-23 09:27:47
9119,129,470.2,Platinum,2018-04-23 09:30:42
9080,127,321.1,Platinum,2018-04-23 10:58:26
9151,295,945.1,Diamond,2018-04-23 11:04:31
7830,39,209.6,Platinum,2018-04-23 11:13:49
7830,187,290.3,Platinum,2018-04-23 11:13:49
9117,80,709.7,Diamond,2018-04-23 11:30:46
9138,126,700.0,Diamond,2018-04-23 11:47:25
9155,232,960.1,Diamond,2018-04-23 11:53:50
4884,191,540.0,VIP,2018-04-23 12:15:54
4884,159,2003.0,VIP,2018-04-23 12:15:54
9067,33,1010.8,VIP,2018-04-23 12:29:18
9102,109,518.1,Diamond,2018-04-23 12:35:59
9049,179,110.9,Gold,2018-04-23 12:38:16
9140,209,52.3,Member,2018-04-23 12:58:25
9051,151,764.4,Diamond,2018-04-23 13:18:06
9128,133,189.8,Gold,2018-04-23 13:21:52
9061,217,248.3,Gold,2018-04-23 13:32:00
9057,211,148.7,Gold,2018-04-23 13:42:24
9125,100,66.2,Member,2018-04-23 13:49:59
9046,80,1079.3,VIP,2018-04-23 14:31:36
9116,207,774.7,Diamond,2018-04-23 14:51:32
6821,248,470.2,Diamond,2018-04-23 15:10:22
6821,144,315.5,Diamond,2018-04-23 15:10:22
9141,1,400.0,Platinum,2018-04-23 15:36:00
9110,265,930.9,Diamond,2018-04-23 15:40:50
9084,104,631.3,Diamond,2018-04-23 15:42:05
9109,277,71.1,Member,2018-04-23 15:58:43
9048,202,262.6,Platinum,2018-04-23 16:06:57
9075,114,319.6,Platinum,2018-04-23 16:21:25
9163,105,826.5,Diamond,2018-04-23 16:22:58
9047,55,680.1,Diamond,2018-04-23 16:23:50
9100,188,1632.1,VIP,2018-04-23 16:47:19
9148,184,540.8,Diamond,2018-04-23 17:00:18
7035,284,196.4,VIP,2018-04-23 17:35:33
7035,273,1318.2,VIP,2018-04-23 17:35:33
9104,206,149.7,Gold,2018-04-23 17:39:46
9134,77,143.3,Gold,2018-04-23 17:40:25
9160,207,510.9,Diamond,2018-04-23 17:58:39
9162,196,511.3,Diamond,2018-04-23 18:23:19
3032,74,525.0,VIP,2018-04-23 18:39:31
3032,77,687.0,VIP,2018-04-23 18:39:31
9079,206,585.6,Diamond,2018-04-23 18:41:44
9065,30,738.6,Diamond,2018-04-23 18:42:22
9069,262,186.0,Gold,2018-04-23 18:52:49
3121,210,285.6,VIP,2018-04-23 19:17:08
3121,88,2799.3,VIP,2018-04-23 19:17:08
9152,0,992.9,Diamond,2018-04-23 19:25:20
9153,13,156.3,Gold,2018-04-23 19:28:37
9074,266,454.9,Platinum,2018-04-23 19:30:08
9146,80,221.7,Gold,2018-04-23 20:17:06
9108,78,269.0,Platinum,2018-04-23 20:21:40
9111,165,214.0,Gold,2018-04-23 20:24:54
9136,212,229.9,Gold,2018-04-23 21:18:14
9063,105,373.5,Platinum,2018-04-23 21:29:03
9130,259,133.0,Gold,2018-04-23 21:44:38
9087,9,954.0,Diamond,2018-04-23 21:49:37
9147,269,256.4,Platinum,2018-04-23 21:52:19
9137,169,158.7,Gold,2018-04-23 21:55:07
9041,4,276.6,Platinum,2018-04-23 22:00:33
9093,279,56.7,Member,2018-04-23 22:02:16
9126,98,830.8,Diamond,2018-04-23 22:04:55
9039,254,1574.6,VIP,2018-04-23 22:05:20
9101,48,831.8,Diamond,2018-04-23 22:13:27
9083,253,183.3,Gold,2018-04-23 22:14:47
9124,37,443.6,Platinum,2018-04-23 22:14:49
9115,152,492.6,Platinum,2018-04-23 22:16:34
9055,47,810.3,Diamond,2018-04-23 22:24:09
9114,268,881.5,Diamond,2018-04-23 22:36:25
9077,22,231.2,Gold,2018-04-23 22:44:23
9073,244,653.7,Diamond,2018-04-23 22:55:19
9112,89,41.4,Member,2018-04-23 22:56:37
9060,154,127.5,Gold,2018-04-23 23:00:11
9076,290,1088.1,VIP,2018-04-23 23:04:02
9062,295,367.1,Platinum,2018-04-23 23:06:02
9070,144,350.2,Platinum,2018-04-23 23:07:26
9143,202,695.5,Diamond,2018-04-23 23:19:06
9088,234,110.3,Gold,2018-04-23 23:22:03
9094,208,187.3,Gold,2018-04-23 23:22:14
9132,2,103.5,Gold,2018-04-23 23:28:31
9089,73,585.6,Diamond,2018-04-23 23:54:53
9159,131,1300.2,VIP,2018-04-23 23:57:11
9142,133,215.7,Gold,2018-04-23 23:58:51
9660,291,116.6,Gold,2018-04-24 00:08:11
9374,212,1396.8,VIP,2018-04-24 00:10:14
9662,88,203.2,Gold,2018-04-24 00:14:38
9232,32,264.1,Platinum,2018-04-24 00:14:56
9349,137,318.9,Platinum,2018-04-24 00:18:30
9705,4,291.5,Platinum,2018-04-24 00:21:12
9487,174,101.4,Gold,2018-04-24 00:22:00
9369,119,825.4,Diamond,2018-04-24 00:24:00
9444,186,1616.3,VIP,2018-04-24 00:24:43
9464,15,320.9,Platinum,2018-04-24 00:26:01
9649,169,283.1,Platinum,2018-04-24 00:27:59
8694,74,255.1,VIP,2018-04-24 00:28:24
8694,129,1948.1,VIP,2018-04-24 00:28:24
9546,164,256.3,Platinum,2018-04-24 00:28:57
9414,46,1201.4,VIP,2018-04-24 00:30:14
9531,228,339.0,Platinum,2018-04-24 00:31:33
9603,151,128.6,Gold,2018-04-24 00:31:58
9539,5,408.8,Platinum,2018-04-24 00:43:01
9270,70,1871.2,VIP,2018-04-24 00:46:40
9453,153,304.0,Platinum,2018-04-24 00:47:25
9399,141,468.6,Platinum,2018-04-24 01:02:05
9259,45,388.4,Platinum,2018-04-24 01:27:23
9402,200,351.0,Platinum,2018-04-24 01:29:43
9219,228,438.1,Platinum,2018-04-24 01:34:00
9320,51,210.2,Gold,2018-04-24 01:40:48
9248,259,68.1,Member,2018-04-24 01:43:41
9495,16,282.7,Platinum,2018-04-24 01:44:28
9183,42,344.3,Platinum,2018-04-24 01:45:00
9575,275,527.1,Diamond,2018-04-24 01:58:41
9170,293,464.0,Platinum,2018-04-24 02:05:17
9623,182,1615.8,VIP,2018-04-24 02:14:00
9446,45,428.9,Platinum,2018-04-24 02:25:07
9558,46,900.4,Diamond,2018-04-24 03:08:47
9279,59,804.5,Diamond,2018-04-24 03:32:07
9643,52,996.7,Diamond,2018-04-24 04:50:59
9483,49,271.4,Platinum,2018-04-24 05:26:52
9588,29,392.4,Platinum,2018-04-24 06:13:31
9625,26,369.8,Platinum,2018-04-24 06:45:52
9679,146,97.0,Member,2018-04-24 06:55:18
9528,202,1390.7,VIP,2018-04-24 07:10:52
9475,272,286.4,Platinum,2018-04-24 07:34:32
9615,42,623.4,Diamond,2018-04-24 08:04:14
9244,17,680.1,Diamond,2018-04-24 08:05:07
9442,29,296.3,Platinum,2018-04-24 08:08:32
9287,29,355.4,Platinum,2018-04-24 08:10:23
9214,79,1239.9,VIP,2018-04-24 08:15:54
9291,260,856.6,Diamond,2018-04-24 08:17:23
9568,96,1112.7,VIP,2018-04-24 08:25:10
9407,55,163.5,Gold,2018-04-24 08:28:50
9674,164,423.6,Platinum,2018-04-24 08:29:46
9501,180,184.1,Gold,2018-04-24 08:30:58
9645,161,881.3,Diamond,2018-04-24 08:39:30
6768,70,743.6,VIP,2018-04-24 08:40:36
6768,93,769.8,VIP,2018-04-24 08:40:36
9468,271,277.4,Platinum,2018-04-24 08:43:41
9608,78,456.0,Platinum,2018-04-24 08:44:42
9598,72,1316.5,VIP,2018-04-24 08:45:23
9685,165,539.3,Diamond,2018-04-24 08:47:09
9198,155,835.7,Diamond,2018-04-24 08:49:04
9328,159,272.1,Platinum,2018-04-24 08:51:46
9680,187,881.4,Diamond,2018-04-24 08:54:03
9171,181,149.7,Gold,2018-04-24 09:08:38
3511,17,581.0,Diamond,2018-04-24 09:10:08
3511,37,216.5,Diamond,2018-04-24 09:10:08
9339,215,342.0,Platinum,2018-04-24 09:15:36
9478,106,1463.4,VIP,2018-04-24 09:18:54
9591,235,217.1,Gold,2018-04-24 09:19:02
9573,90,94.1,Member,2018-04-24 09:21:47
9651,265,413.6,Platinum,2018-04-24 09:23:56
9410,50,2126.1,VIP,2018-04-24 09:25:39
9541,254,1512.7,VIP,2018-04-24 09:31:02
9350,1,483.6,Platinum,2018-04-24 09:31:49
8476,19,127.2,Platinum,2018-04-24 09:32:51
8476,235,252.7,Platinum,2018-04-24 09:32:51
688,158,821.3,Diamond,2018-04-24 09:33:45
688,168,158.3,Diamond,2018-04-24 09:33:45
9284,151,462.9,Platinum,2018-04-24 09:35:26
9521,83,884.5,Diamond,2018-04-24 09:39:48
9579,230,81.3,Member,2018-04-24 09:43:53
7328,254,432.8,VIP,2018-04-24 09:43:57
7328,65,956.1,VIP,2018-04-24 09:43:57
9262,248,472.5,Platinum,2018-04-24 09:46:06
9614,172,1093.1,VIP,2018-04-24 09:47:09
9294,110,479.9,Platinum,2018-04-24 09:54:31
9602,139,153.9,Gold,2018-04-24 09:55:38
9196,279,148.1,Gold,2018-04-24 09:56:53
9520,134,81.6,Member,2018-04-24 09:58:46
9321,229,266.9,Platinum,2018-04-24 10:00:18
9217,70,1174.2,VIP,2018-04-24 10:02:27
9285,166,94.7,Member,2018-04-24 10:09:50
9439,20,1169.2,VIP,2018-04-24 10:16:20
1692,17,502.9,Diamond,2018-04-24 10:19:13
1692,83,206.2,Diamond,2018-04-24 10:19:13
9640,32,144.6,Gold,2018-04-24 10:19:23
9354,83,1064.3,VIP,2018-04-24 10:19:55
9629,83,125.0,Gold,2018-04-24 10:21:50
9437,33,1125.9,VIP,2018-04-24 10:28:38
9585,231,202.8,Gold,2018-04-24 10:33:49
9661,31,186.9,Gold,2018-04-24 10:35:46
9430,6,984.5,Diamond,2018-04-24 10:38:00
